ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,MedalBin
102234,Samuele Romanini,M,33,187,105,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
102234,Samuele Romanini,M,37,187,105,Italy,ITA,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
102678,Andrew Angus Ross,M,33,185,96,New Zealand,NZL,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
102826,Massimiliano Rota,M,31,178,93,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
103093,Mris Rozentls,M,27,182,97,Latvia-2,LAT,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
103109,Reinis Roztis,M,23,181,86,Latvia-2,LAT,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
103149,Bjarne Ryland,M,31,178,102,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
103149,Bjarne Ryland,M,31,178,102,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
103320,Ivo Regg,M,34,184,99,Switzerland-2,SUI,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
103320,Ivo Regg,M,34,184,99,Switzerland-2,SUI,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
103320,Ivo Regg,M,38,184,99,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,No Medal,0
103320,Ivo Regg,M,38,184,99,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
103455,Mrcis Rullis,M,23,187,98,Latvia-1,LAT,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
103455,Mrcis Rullis,M,23,187,98,Latvia-1,LAT,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
103455,Mrcis Rullis,M,27,187,98,Latvia-1,LAT,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
103559,Lyndon Rush,M,29,183,102,Canada-1,CAN,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,No Medal,0
103559,Lyndon Rush,M,29,183,102,Canada-1,CAN,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,Bronze,1
103559,Lyndon Rush,M,33,183,102,Canada-1,CAN,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,No Medal,0
103559,Lyndon Rush,M,33,183,102,Canada-2,CAN,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
103765,Anthony Ryan,M,29,185,100,Australia-1,AUS,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,No Medal,0
104092,Omar Sacco,M,29,168,79,Italy-1,ITA,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
104284,Franz Sagmeister,M,27,191,110,Germany-2,GER,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
104284,Franz Sagmeister,M,27,191,110,Germany-1,GER,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
105001,Markus Sammer,M,25,188,95,Austria,AUT,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,No Medal,0
105001,Markus Sammer,M,25,188,95,Austria,AUT,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
105558,Danilo Santarsiero,M,30,181,84,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
105747,Igor arevi,M,25,193,94,Serbia,SRB,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
106033,Shintaro Sato,M,33,183,85,Japan,JPN,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
106236,Milo Savi,M,22,182,85,Serbia,SRB,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
106276,"Michael ""Mike"" Savitch",M,28,183,89,United States Virgin Islands,ISV,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
106465,Neil Scarisbrick,M,31,185,104,Great Britain-2,GBR,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
106465,Neil Scarisbrick,M,31,185,104,Great Britain-1,GBR,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
106634,Silvio Schaufelberger,M,24,176,85,Switzerland-1,SUI,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
107606,Bill Schuffenhauer,M,28,183,100,United States-1,USA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,Silver,1
107606,Bill Schuffenhauer,M,32,183,100,United States-2,USA,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
107606,Bill Schuffenhauer,M,32,183,100,United States-2,USA,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
107606,Bill Schuffenhauer,M,36,183,100,United States-3,USA,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
107801,Martin Schtzenauer,M,39,179,87,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
107801,Martin Schtzenauer,M,39,179,87,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
108210,Klaus Seelos,M,32,178,92,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
108210,Klaus Seelos,M,36,178,92,Austria-1,AUT,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
108210,Klaus Seelos,M,36,178,92,Austria,AUT,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
108465,Aleksey Nikolayevich Seliverstov,M,25,182,94,Russia-2,RUS,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
108465,Aleksey Nikolayevich Seliverstov,M,29,182,94,Russia-1,RUS,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,Silver,1
108714,Seo Young-Woo,M,22,180,97,South Korea-1,KOR,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,No Medal,0
108714,Seo Young-Woo,M,22,180,97,South Korea-1,KOR,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
108721,Seok Yeong-Jin,M,23,176,98,South Korea-1,KOR,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
108912,Patrice Servelle,M,27,183,90,Monaco,MON,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
108912,Patrice Servelle,M,27,183,90,Monaco,MON,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
108912,Patrice Servelle,M,31,183,90,Monaco,MON,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
108912,Patrice Servelle,M,35,183,90,Monaco,MON,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,No Medal,0
108912,Patrice Servelle,M,39,183,90,Monaco,MON,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,No Medal,0
109315,Doug Sharp,M,32,178,93,United States-2,USA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,Bronze,1
109774,Brian Lee Shimer,M,39,180,86,United States-2,USA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
109774,Brian Lee Shimer,M,39,180,86,United States-2,USA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,Bronze,1
110299,Krzysztof Sieko,M,25,184,90,Poland,POL,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
110425,Jnis Silarjs,M,25,191,103,Latvia-1,LAT,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
110538,Mrcio da Costa Silva,M,25,181,95,Brazil,BRA,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
110843,"Benjamin Stuart ""Ben"" Simons",M,27,186,90,Great Britain-2,GBR,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
112445,"Lorenzo Smith, III",M,27,178,89,United States-2,USA,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
112825,John Sokolowski,M,26,185,100,Canada-2,CAN,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
112843,Ivan ola,M,40,190,92,Croatia,CRO,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
112843,Ivan ola,M,44,190,92,Croatia,CRO,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
112843,Ivan ola,M,48,190,92,Croatia,CRO,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
113063,Angel Somov,M,23,190,98,Austria,AUT,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
113230,Cody Sorensen,M,27,183,96,Canada-3,CAN,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
113748,Heath Spence,M,33,180,102,Australia,AUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,No Medal,0
113748,Heath Spence,M,33,180,102,Australia,AUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
113840,Ren Spies,M,28,185,95,Germany-2,GER,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
113840,Ren Spies,M,32,185,95,Germany-2,GER,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
113973,"Christopher ""Chris"" Spring",M,25,181,101,Australia-1,AUS,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,No Medal,0
113973,"Christopher ""Chris"" Spring",M,29,181,101,Canada-2,CAN,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,No Medal,0
113973,"Christopher ""Chris"" Spring",M,29,181,101,Canada-1,CAN,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
114265,Wolfgang Stampfer,M,29,191,98,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
114265,Wolfgang Stampfer,M,29,191,98,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
114265,Wolfgang Stampfer,M,33,191,98,Austria-1,AUT,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
114265,Wolfgang Stampfer,M,33,191,98,Austria,AUT,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
114265,Wolfgang Stampfer,M,37,191,98,Austria-1,AUT,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,No Medal,0
114265,Wolfgang Stampfer,M,37,191,98,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
114590,"Daniel ""Dan"" Steele",M,32,188,100,United States-2,USA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,Bronze,1
114591,Darrin Steele,M,32,188,102,United States-2,USA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
115412,Jan Stoklska,M,27,190,92,Czech Republic,CZE,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,No Medal,0
115412,Jan Stoklska,M,27,190,92,Czech Republic-1,CZE,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
115749,Oleksandr Oleksandrovych Streltsov,M,26,187,93,Ukraine,UKR,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
115753,Jnis Strenga,M,28,183,92,Latvia-1,LAT,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,Silver,1
115912,Ole Christian Strmberg,M,29,189,94,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
115970,Milan Studnika,M,24,186,100,Czech Republic,CZE,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
116049,Dmitry Fyodorovich Styopushkin,M,26,185,96,Russia-1,RUS,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
116049,Dmitry Fyodorovich Styopushkin,M,26,185,96,Russia-1,RUS,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
116049,Dmitry Fyodorovich Styopushkin,M,30,185,96,Russia-2,RUS,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
116049,Dmitry Fyodorovich Styopushkin,M,34,185,96,Russia-1,RUS,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
116154,Dominik Such,M,22,185,98,Czech Republic-1,CZE,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
116154,Dominik Such,M,26,185,98,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
116183,Keith Sudziarski,M,28,178,84,United States Virgin Islands,ISV,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
116460,Gregory Sun,M,39,183,86,Trinidad and Tobago,TTO,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
116813,Hiroshi Suzuki,M,28,173,81,Japan-1,JPN,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
116813,Hiroshi Suzuki,M,28,173,81,Japan,JPN,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
116813,Hiroshi Suzuki,M,36,173,81,Japan,JPN,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,No Medal,0
116813,Hiroshi Suzuki,M,36,173,81,Japan,JPN,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
116813,Hiroshi Suzuki,M,40,173,81,Japan,JPN,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,No Medal,0
116813,Hiroshi Suzuki,M,40,173,81,Japan,JPN,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
118207,Roberto Alejandro Tams Perea,M,37,175,95,Mexico,MEX,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
118659,Antonio Tartaglia,M,34,188,103,Italy-1,ITA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
118691,Bruce Jarrod Tasker,M,26,193,95,Great Britain-1,GBR,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
119373,Martin Teovi,M,35,182,97.5,Slovakia,SVK,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
119771,Bruno Thomas,M,32,181,88,France-2,FRA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
120892,"Curtis ""Curt"" Tomasevicz",M,25,185,100,United States-2,USA,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
120892,"Curtis ""Curt"" Tomasevicz",M,29,185,100,United States-1,USA,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,No Medal,0
120892,"Curtis ""Curt"" Tomasevicz",M,29,185,100,United States-1,USA,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,Gold,1
120892,"Curtis ""Curt"" Tomasevicz",M,33,185,100,United States-1,USA,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,Bronze,1
121135,Matteo Torchio,M,22,183,79,Italy-1,ITA,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
121135,Matteo Torchio,M,22,183,79,Italy-1,ITA,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
121360,Fabrizio Tosini,M,32,182,99,Italy-2,ITA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
121360,Fabrizio Tosini,M,32,182,99,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
121360,Fabrizio Tosini,M,36,182,99,Italy-2,ITA,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
121360,Fabrizio Tosini,M,36,182,99,Italy-2,ITA,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
121360,Fabrizio Tosini,M,40,182,99,Italy-2,ITA,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,No Medal,0
122124,Dmitry Vyacheslavovich Trunenkov,M,25,188,100,Russia-2,RUS,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
122124,Dmitry Vyacheslavovich Trunenkov,M,29,188,100,Russia-1,RUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,Gold,1
122585,Pvels Tulubjevs,M,24,188,100,Latvia,LAT,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
122821,Mirko Turri,M,28,175,84,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
123713,Michal Vacek,M,26,190,96,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,No Medal,0
123713,Michal Vacek,M,26,190,96,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
124222,"Oltman Jan ""Arnold"" van Calker",M,25,191,94,Netherlands,NED,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
124223,"Henderik Jan-Willem ""Edwin"" van Calker",M,30,188,100,Netherlands,NED,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,No Medal,0
124223,"Henderik Jan-Willem ""Edwin"" van Calker",M,34,188,100,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,No Medal,0
124223,"Henderik Jan-Willem ""Edwin"" van Calker",M,34,188,100,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
124508,Bror van der Zijde,M,24,189,110,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,No Medal,0
124508,Bror van der Zijde,M,24,189,110,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
125082,Marin Vanderka,M,29,190,85,Slovakia,SVK,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
125139,Alexandre Vanhoutte,M,31,180,93,France,FRA,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
125413,Stefan Vasilev,M,33,177,95,Bulgaria,BUL,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
126192,Milo Vesel,M,33,180,95,Czech Republic-2,CZE,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
126192,Milo Vesel,M,37,180,95,Czech Republic-2,CZE,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
126577,Arvis Vilkaste,M,24,183,97,Latvia-1,LAT,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,Silver,1
127130,Dejan Vojnovi,M,30,182,83,Croatia,CRO,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
127579,Aleksey Ivanovich Voyevoda,M,25,195,105,Russia-1,RUS,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
127579,Aleksey Ivanovich Voyevoda,M,25,195,105,Russia-1,RUS,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,Silver,1
127579,Aleksey Ivanovich Voyevoda,M,29,195,105,Russia-1,RUS,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,Bronze,1
127579,Aleksey Ivanovich Voyevoda,M,33,195,105,Russia-1,RUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,Gold,1
127579,Aleksey Ivanovich Voyevoda,M,33,195,105,Russia-1,RUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,Gold,1
127613,Jan Vrba,M,28,186,90,Czech Republic-2,CZE,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
127613,Jan Vrba,M,32,186,90,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,No Medal,0
127613,Jan Vrba,M,32,186,90,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
127670,Rao Vucini,M,19,180,86,Serbia and Montenegro,SCG,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
128712,Dean Martin Ward,M,38,173,87,Great Britain-1,GBR,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
129024,Winston Alexander Watts,M,34,182,107,Jamaica,JAM,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
129024,Winston Alexander Watts,M,46,182,107,Jamaica,JAM,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,No Medal,0
129572,Marcel Arnold Welten,M,32,190,99,Netherlands,NED,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
129572,Marcel Arnold Welten,M,32,190,99,Netherlands,NED,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
129583,Hans-Peter Welz,M,30,184,85,Austria,AUT,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
129945,Quinn Wheeler,M,27,183,100,United States Virgin Islands,ISV,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
131075,Johannes Wipplinger,M,31,188,109,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
131137,Stefan Withalm,M,30,181,100,Austria,AUT,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
131407,Won Yun-Jong,M,28,182,107,South Korea-1,KOR,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,No Medal,0
131407,Won Yun-Jong,M,28,182,107,South Korea-1,KOR,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
131714,Martin Wright,M,31,180,101,Great Britain,GBR,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
131719,Neville Wright,M,29,183,100,Canada-2,CAN,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
131719,Neville Wright,M,33,183,100,Canada-2,CAN,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
132784,Filipp Yevgenyevich Yegorov,M,23,182,90,Russia-2,RUS,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
132784,Filipp Yevgenyevich Yegorov,M,27,182,90,Russia-1,RUS,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,Silver,1
132784,Filipp Yevgenyevich Yegorov,M,31,182,90,Russia-2,RUS,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
133524,Andrey Sergeyevich Yurkov,M,26,185,104,Russia-3,RUS,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
133780,Nikita Vladimirovich Zakharov,M,26,186,86,Russia-3,RUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
133833,Daniel Zalewski,M,22,181,100,Poland,POL,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,No Medal,0
133881,Bohdan Zamostianyk,M,27,185,99,Ukraine,UKR,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
133996,Paul Anthony Zar,M,34,180,86,United States Virgin Islands,ISV,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
134014,Giulio Zardo,M,21,185,104,Canada-1,CAN,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
134014,Giulio Zardo,M,21,185,104,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
134168,Micha Zblewski,M,25,186,95,Poland,POL,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,No Medal,0
134168,Micha Zblewski,M,29,186,95,Poland,POL,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
134901,Yuriy Zhuravskiy,M,27,190,96,Ukraine,UKR,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
135034,Markus Zimmermann,M,37,191,105,Germany-1,GER,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,Gold,1
